lon,lat,col,hex
-180,90,w,ffffff
-179,90,w,ffffff
-178,90,w,ffffff
-177,90,w,ffffff
-176,90,w,ffffff
-175,90,w,ffffff
-174,90,w,ffffff
-173,90,w,ffffff
-172,90,w,ffffff
-171,90,w,ffffff
-170,90,w,ffffff
-169,90,w,ffffff
-168,90,w,ffffff
-167,90,w,ffffff
-166,90,w,ffffff
-165,90,w,ffffff
-164,90,w,ffffff
-163,90,w,ffffff
-162,90,w,ffffff
-161,90,w,ffffff
-160,90,w,ffffff
-159,90,w,ffffff
-158,90,w,ffffff
-157,90,w,ffffff
-156,90,w,ffffff
-155,90,w,ffffff
-154,90,w,ffffff
-153,90,w,ffffff
-152,90,w,ffffff
-151,90,w,ffffff
-150,90,w,ffffff
-149,90,w,ffffff
-148,90,w,ffffff
-147,90,w,ffffff
-146,90,w,ffffff
-145,90,w,ffffff
-144,90,w,ffffff
-143,90,w,ffffff
-142,90,w,ffffff
-141,90,w,ffffff
-140,90,w,ffffff
-139,90,w,ffffff
-138,90,w,ffffff
-137,90,w,ffffff
-136,90,w,ffffff
-135,90,w,ffffff
-134,90,w,ffffff
-133,90,w,ffffff
-132,90,w,ffffff
-131,90,w,ffffff
-130,90,w,ffffff
-129,90,w,ffffff
-128,90,w,ffffff
-127,90,w,ffffff
-126,90,w,ffffff
-125,90,w,ffffff
-124,90,w,ffffff
-123,90,w,ffffff
-122,90,w,ffffff
-121,90,w,ffffff
-120,90,w,ffffff
-119,90,w,ffffff
-118,90,w,ffffff
-117,90,w,ffffff
-116,90,w,ffffff
-115,90,w,ffffff
-114,90,w,ffffff
-113,90,w,ffffff
-112,90,w,ffffff
-111,90,w,ffffff
-110,90,w,ffffff
-109,90,w,ffffff
-108,90,w,ffffff
-107,90,w,ffffff
-106,90,w,ffffff
-105,90,w,ffffff
-104,90,w,ffffff
-103,90,w,ffffff
-102,90,w,ffffff
-101,90,w,ffffff
-100,90,w,ffffff
-99,90,w,ffffff
-98,90,w,ffffff
-97,90,w,ffffff
-96,90,w,ffffff
-95,90,w,ffffff
-94,90,w,ffffff
-93,90,w,ffffff
-92,90,w,ffffff
-91,90,w,ffffff
-90,90,w,ffffff
-89,90,w,ffffff
-88,90,w,ffffff
-87,90,w,ffffff
-86,90,w,ffffff
-85,90,w,ffffff
-84,90,w,ffffff
-83,90,w,ffffff
-82,90,w,ffffff
-81,90,w,ffffff
-80,90,w,ffffff
-79,90,w,ffffff
-78,90,w,ffffff
-77,90,w,ffffff
-76,90,w,ffffff
-75,90,w,ffffff
-74,90,w,ffffff
-73,90,w,ffffff
-72,90,w,ffffff
-71,90,w,ffffff
-70,90,w,ffffff
-69,90,w,ffffff
-68,90,w,ffffff
-67,90,w,ffffff
-66,90,w,ffffff
-65,90,w,ffffff
-64,90,w,ffffff
-63,90,w,ffffff
-62,90,w,ffffff
-61,90,w,ffffff
-60,90,w,ffffff
-59,90,w,ffffff
-58,90,w,ffffff
-57,90,w,ffffff
-56,90,w,ffffff
-55,90,w,ffffff
-54,90,w,ffffff
-53,90,w,ffffff
-52,90,w,ffffff
-51,90,w,ffffff
-50,90,w,ffffff
-49,90,w,ffffff
-48,90,w,ffffff
-47,90,w,ffffff
-46,90,w,ffffff
-45,90,w,ffffff
-44,90,w,ffffff
-43,90,w,ffffff
-42,90,w,ffffff
-41,90,w,ffffff
-40,90,w,ffffff
-39,90,w,ffffff
-38,90,w,ffffff
-37,90,w,ffffff
-36,90,w,ffffff
-35,90,w,ffffff
-34,90,w,ffffff
-33,90,w,ffffff
-32,90,w,ffffff
-31,90,w,ffffff
-30,90,w,ffffff
-29,90,w,ffffff
-28,90,w,ffffff
-27,90,w,ffffff
-26,90,w,ffffff
-25,90,w,ffffff
-24,90,w,ffffff
-23,90,w,ffffff
-22,90,w,ffffff
-21,90,w,ffffff
-20,90,w,ffffff
-19,90,w,ffffff
-18,90,w,ffffff
-17,90,w,ffffff
-16,90,w,ffffff
-15,90,w,ffffff
-14,90,w,ffffff
-13,90,w,ffffff
-12,90,w,ffffff
-11,90,w,ffffff
-10,90,w,ffffff
-9,90,w,ffffff
-8,90,w,ffffff
-7,90,w,ffffff
-6,90,w,ffffff
-5,90,w,ffffff
-4,90,w,ffffff
-3,90,w,ffffff
-2,90,w,ffffff
-1,90,w,ffffff
0,90,w,ffffff
1,90,w,ffffff
2,90,w,ffffff
3,90,w,ffffff
4,90,w,ffffff
5,90,w,ffffff
6,90,w,ffffff
7,90,w,ffffff
8,90,w,ffffff
9,90,w,ffffff
10,90,w,ffffff
11,90,w,ffffff
12,90,w,ffffff
13,90,w,ffffff
14,90,w,ffffff
15,90,w,ffffff
16,90,w,ffffff
17,90,w,ffffff
18,90,w,ffffff
19,90,w,ffffff
20,90,w,ffffff
21,90,w,ffffff
22,90,w,ffffff
23,90,w,ffffff
24,90,w,ffffff
25,90,w,ffffff
26,90,w,ffffff
27,90,w,ffffff
28,90,w,ffffff
29,90,w,ffffff
30,90,w,ffffff
31,90,w,ffffff
32,90,w,ffffff
33,90,w,ffffff
34,90,w,ffffff
35,90,w,ffffff
36,90,w,ffffff
37,90,w,ffffff
38,90,w,ffffff
39,90,w,ffffff
40,90,w,ffffff
41,90,w,ffffff
42,90,w,ffffff
43,90,w,ffffff
44,90,w,ffffff
45,90,w,ffffff
46,90,w,ffffff
47,90,w,ffffff
48,90,w,ffffff
49,90,w,ffffff
50,90,w,ffffff
51,90,w,ffffff
52,90,w,ffffff
53,90,w,ffffff
54,90,w,ffffff
55,90,w,ffffff
56,90,w,ffffff
57,90,w,ffffff
58,90,w,ffffff
59,90,w,ffffff
60,90,w,ffffff
61,90,w,ffffff
62,90,w,ffffff
63,90,w,ffffff
64,90,w,ffffff
65,90,w,ffffff
66,90,w,ffffff
67,90,w,ffffff
68,90,w,ffffff
69,90,w,ffffff
70,90,w,ffffff
71,90,w,ffffff
72,90,w,ffffff
73,90,w,ffffff
74,90,w,ffffff
75,90,w,ffffff
76,90,w,ffffff
77,90,w,ffffff
78,90,w,ffffff
79,90,w,ffffff
80,90,w,ffffff
81,90,w,ffffff
82,90,w,ffffff
83,90,w,ffffff
84,90,w,ffffff
85,90,w,ffffff
86,90,w,ffffff
87,90,w,ffffff
88,90,w,ffffff
89,90,w,ffffff
90,90,w,ffffff
91,90,w,ffffff
92,90,w,ffffff
93,90,w,ffffff
94,90,w,ffffff
95,90,w,ffffff
96,90,w,ffffff
97,90,w,ffffff
98,90,w,ffffff
99,90,w,ffffff
100,90,w,ffffff
101,90,w,ffffff
102,90,w,ffffff
103,90,w,ffffff
104,90,w,ffffff
105,90,w,ffffff
106,90,w,ffffff
107,90,w,ffffff
108,90,w,ffffff
109,90,w,ffffff
110,90,w,ffffff
111,90,w,ffffff
112,90,w,ffffff
113,90,w,ffffff
114,90,w,ffffff
115,90,w,ffffff
116,90,w,ffffff
117,90,w,ffffff
118,90,w,ffffff
119,90,w,ffffff
120,90,w,ffffff
121,90,w,ffffff
122,90,w,ffffff
123,90,w,ffffff
124,90,w,ffffff
125,90,w,ffffff
126,90,w,ffffff
127,90,w,ffffff
128,90,w,ffffff
129,90,w,ffffff
130,90,w,ffffff
131,90,w,ffffff
132,90,w,ffffff
133,90,w,ffffff
134,90,w,ffffff
135,90,w,ffffff
136,90,w,ffffff
137,90,w,ffffff
138,90,w,ffffff
139,90,w,ffffff
140,90,w,ffffff
141,90,w,ffffff
142,90,w,ffffff
143,90,w,ffffff
144,90,w,ffffff
145,90,w,ffffff
146,90,w,ffffff
147,90,w,ffffff
148,90,w,ffffff
149,90,w,ffffff
150,90,w,ffffff
151,90,w,ffffff
152,90,w,ffffff
153,90,w,ffffff
154,90,w,ffffff
155,90,w,ffffff
156,90,w,ffffff
157,90,w,ffffff
158,90,w,ffffff
159,90,w,ffffff
160,90,w,ffffff
161,90,w,ffffff
162,90,w,ffffff
163,90,w,ffffff
164,90,w,ffffff
165,90,w,ffffff
166,90,w,ffffff
167,90,w,ffffff
168,90,w,ffffff
169,90,w,ffffff
170,90,w,ffffff
171,90,w,ffffff
172,90,w,ffffff
173,90,w,ffffff
174,90,w,ffffff
175,90,w,ffffff
176,90,w,ffffff
177,90,w,ffffff
178,90,w,ffffff
179,90,w,ffffff
-180,89,w,ffffff
-179,89,w,ffffff
-178,89,w,ffffff
-177,89,w,ffffff
-176,89,w,ffffff
-175,89,w,ffffff
-174,89,w,ffffff
-173,89,w,ffffff
-172,89,w,ffffff
-171,89,w,ffffff
-170,89,w,ffffff
-169,89,w,ffffff
-168,89,w,ffffff
-167,89,w,ffffff
-166,89,w,ffffff
-165,89,w,ffffff
-164,89,w,ffffff
-163,89,w,ffffff
-162,89,w,ffffff
-161,89,w,ffffff
-160,89,w,ffffff
-159,89,w,ffffff
-158,89,w,ffffff
-157,89,w,ffffff
-156,89,w,ffffff
-155,89,w,ffffff
-154,89,w,ffffff
-153,89,w,ffffff
-152,89,w,ffffff
-151,89,w,ffffff
-150,89,w,ffffff
-149,89,w,ffffff
-148,89,w,ffffff
-147,89,w,ffffff
-146,89,w,ffffff
-145,89,w,ffffff
-144,89,w,ffffff
-143,89,w,ffffff
-142,89,w,ffffff
-141,89,w,ffffff
-140,89,w,ffffff
-139,89,w,ffffff
-138,89,w,ffffff
-137,89,w,ffffff
-136,89,w,ffffff
-135,89,w,ffffff
-134,89,w,ffffff
-133,89,w,ffffff
-132,89,w,ffffff
-131,89,w,ffffff
-130,89,w,ffffff
-129,89,w,ffffff
-128,89,w,ffffff
-127,89,w,ffffff
-126,89,w,ffffff
-125,89,w,ffffff
-124,89,w,ffffff
-123,89,w,ffffff
-122,89,w,ffffff
-121,89,w,ffffff
-120,89,w,ffffff
-119,89,w,ffffff
-118,89,w,ffffff
-117,89,w,ffffff
-116,89,w,ffffff
-115,89,w,ffffff
-114,89,w,ffffff
-113,89,w,ffffff
-112,89,w,ffffff
-111,89,w,ffffff
-110,89,w,ffffff
-109,89,w,ffffff
-108,89,w,ffffff
-107,89,w,ffffff
-106,89,w,ffffff
-105,89,w,ffffff
-104,89,w,ffffff
-103,89,w,ffffff
-102,89,w,ffffff
-101,89,w,ffffff
-100,89,w,ffffff
-99,89,w,ffffff
-98,89,w,ffffff
-97,89,w,ffffff
-96,89,w,ffffff
-95,89,w,ffffff
-94,89,w,ffffff
-93,89,w,ffffff
-92,89,w,ffffff
-91,89,w,ffffff
-90,89,w,ffffff
-89,89,w,ffffff
-88,89,w,ffffff
-87,89,w,ffffff
-86,89,w,ffffff
-85,89,w,ffffff
-84,89,w,ffffff
-83,89,w,ffffff
-82,89,w,ffffff
-81,89,w,ffffff
-80,89,w,ffffff
-79,89,w,ffffff
-78,89,w,ffffff
-77,89,w,ffffff
-76,89,w,ffffff
-75,89,w,ffffff
-74,89,w,ffffff
-73,89,w,ffffff
-72,89,w,ffffff
-71,89,w,ffffff
-70,89,w,ffffff
-69,89,w,ffffff
-68,89,w,ffffff
-67,89,w,ffffff
-66,89,w,ffffff
-65,89,w,ffffff
-64,89,w,ffffff
-63,89,w,ffffff
-62,89,w,ffffff
-61,89,w,ffffff
-60,89,w,ffffff
-59,89,w,ffffff
-58,89,w,ffffff
-57,89,w,ffffff
-56,89,w,ffffff
-55,89,w,ffffff
-54,89,w,ffffff
-53,89,w,ffffff
-52,89,w,ffffff
-51,89,w,ffffff
-50,89,w,ffffff
-49,89,w,ffffff
-48,89,w,ffffff
-47,89,w,ffffff
-46,89,w,ffffff
-45,89,w,ffffff
-44,89,w,ffffff
-43,89,w,ffffff
-42,89,w,ffffff
-41,89,w,ffffff
-40,89,w,ffffff
-39,89,w,ffffff
-38,89,w,ffffff
-37,89,w,ffffff
-36,89,w,ffffff
-35,89,w,ffffff
-34,89,w,ffffff
-33,89,w,ffffff
-32,89,w,ffffff
-31,89,w,ffffff
-30,89,w,ffffff
-29,89,w,ffffff
-28,89,w,ffffff
-27,89,w,ffffff
-26,89,w,ffffff
-25,89,w,ffffff
-24,89,w,ffffff
-23,89,w,ffffff
-22,89,w,ffffff
-21,89,w,ffffff
-20,89,w,ffffff
-19,89,w,ffffff
-18,89,w,ffffff
-17,89,w,ffffff
-16,89,w,ffffff
-15,89,w,ffffff
-14,89,w,ffffff
-13,89,w,ffffff
-12,89,w,ffffff
-11,89,w,ffffff
-10,89,w,ffffff
-9,89,w,ffffff
-8,89,w,ffffff
-7,89,w,ffffff
-6,89,w,ffffff
-5,89,w,ffffff
-4,89,w,ffffff
-3,89,w,ffffff
-2,89,w,ffffff
-1,89,w,ffffff
0,89,w,ffffff
1,89,w,ffffff
2,89,w,ffffff
3,89,w,ffffff
4,89,w,ffffff
5,89,w,ffffff
6,89,w,ffffff
7,89,w,ffffff
8,89,w,ffffff
9,89,w,ffffff
10,89,w,ffffff
11,89,w,ffffff
12,89,w,ffffff
13,89,w,ffffff
14,89,w,ffffff
15,89,w,ffffff
16,89,w,ffffff
17,89,w,ffffff
18,89,w,ffffff
19,89,w,ffffff
20,89,w,ffffff
21,89,w,ffffff
22,89,w,ffffff
23,89,w,ffffff
24,89,w,ffffff
25,89,w,ffffff
26,89,w,ffffff
27,89,w,ffffff
28,89,w,ffffff
29,89,w,ffffff
30,89,w,ffffff
31,89,w,ffffff
32,89,w,ffffff
33,89,w,ffffff
34,89,w,ffffff
35,89,w,ffffff
36,89,w,ffffff
37,89,w,ffffff
38,89,w,ffffff
39,89,w,ffffff
40,89,w,ffffff
41,89,w,ffffff
42,89,w,ffffff
43,89,w,ffffff
44,89,w,ffffff
45,89,w,ffffff
46,89,w,ffffff
47,89,w,ffffff
48,89,w,ffffff
49,89,w,ffffff
50,89,w,ffffff
51,89,w,ffffff
52,89,w,ffffff
53,89,w,ffffff
54,89,w,ffffff
55,89,w,ffffff
56,89,w,ffffff
57,89,w,ffffff
58,89,w,ffffff
59,89,w,ffffff
60,89,w,ffffff
61,89,w,ffffff
62,89,w,ffffff
63,89,w,ffffff
64,89,w,ffffff
65,89,w,ffffff
66,89,w,ffffff
67,89,w,ffffff
68,89,w,ffffff
69,89,w,ffffff
70,89,w,ffffff
71,89,w,ffffff
72,89,w,ffffff
73,89,w,ffffff
74,89,w,ffffff
75,89,w,ffffff
76,89,w,ffffff
77,89,w,ffffff
78,89,w,ffffff
79,89,w,ffffff
80,89,w,ffffff
81,89,w,ffffff
82,89,w,ffffff
83,89,w,ffffff
84,89,w,ffffff
85,89,w,ffffff
86,89,w,ffffff
87,89,w,ffffff
88,89,w,ffffff
89,89,w,ffffff
90,89,w,ffffff
91,89,w,ffffff
92,89,w,ffffff
93,89,w,ffffff
94,89,w,ffffff
95,89,w,ffffff
96,89,w,ffffff
97,89,w,ffffff
98,89,w,ffffff
99,89,w,ffffff
100,89,w,ffffff
101,89,w,ffffff
102,89,w,ffffff
103,89,w,ffffff
104,89,w,ffffff
105,89,w,ffffff
106,89,w,ffffff
107,89,w,ffffff
108,89,w,ffffff
109,89,w,ffffff
110,89,w,ffffff
111,89,w,ffffff
112,89,w,ffffff
113,89,w,ffffff
114,89,w,ffffff
115,89,w,ffffff
116,89,w,ffffff
117,89,w,ffffff
118,89,w,ffffff
119,89,w,ffffff
120,89,w,ffffff
121,89,w,ffffff
122,89,w,ffffff
123,89,w,ffffff
124,89,w,ffffff
125,89,w,ffffff
126,89,w,ffffff
127,89,w,ffffff
128,89,w,ffffff
129,89,w,ffffff
130,89,w,ffffff
131,89,w,ffffff
132,89,w,ffffff
133,89,w,ffffff
134,89,w,ffffff
135,89,w,ffffff
136,89,w,ffffff
137,89,w,ffffff
138,89,w,ffffff
139,89,w,ffffff
140,89,w,ffffff
141,89,w,ffffff
142,89,w,ffffff
143,89,w,ffffff
144,89,w,ffffff
145,89,w,ffffff
146,89,w,ffffff
147,89,w,ffffff
148,89,w,ffffff
149,89,w,ffffff
150,89,w,ffffff
151,89,w,ffffff
152,89,w,ffffff
153,89,w,ffffff
154,89,w,ffffff
155,89,w,ffffff
156,89,w,ffffff
157,89,w,ffffff
158,89,w,ffffff
159,89,w,ffffff
160,89,w,ffffff
161,89,w,ffffff
162,89,w,ffffff
163,89,w,ffffff
164,89,w,ffffff
165,89,w,ffffff
166,89,w,ffffff
167,89,w,ffffff
168,89,w,ffffff
169,89,w,ffffff
170,89,w,ffffff
171,89,w,ffffff
172,89,w,ffffff
173,89,w,ffffff
174,89,w,ffffff
175,89,w,ffffff
176,89,w,ffffff
177,89,w,ffffff
178,89,w,ffffff
179,89,w,ffffff
-180,88,w,ffffff
-179,88,w,ffffff
-178,88,w,ffffff
-177,88,w,ffffff
-176,88,w,ffffff
-175,88,w,ffffff
-174,88,w,ffffff
-173,88,w,ffffff
-172,88,w,ffffff
-171,88,w,ffffff
-170,88,w,ffffff
-169,88,w,ffffff
-168,88,w,ffffff
-167,88,w,ffffff
-166,88,w,ffffff
-165,88,w,ffffff
-164,88,w,ffffff
-163,88,w,ffffff
-162,88,w,ffffff
-161,88,w,ffffff
-160,88,w,ffffff
-159,88,w,ffffff
-158,88,w,ffffff
-157,88,w,ffffff
-156,88,w,ffffff
-155,88,w,ffffff
-154,88,w,ffffff
-153,88,w,ffffff
-152,88,w,ffffff
-151,88,w,ffffff
-150,88,w,ffffff
-149,88,w,ffffff
-148,88,w,ffffff
-147,88,w,ffffff
-146,88,w,ffffff
-145,88,w,ffffff
-144,88,w,ffffff
-143,88,w,ffffff
-142,88,w,ffffff
-141,88,w,ffffff
-140,88,w,ffffff
-139,88,w,ffffff
-138,88,w,ffffff
-137,88,w,ffffff
-136,88,w,ffffff
-135,88,w,ffffff
-134,88,w,ffffff
-133,88,w,ffffff
-132,88,w,ffffff
-131,88,w,ffffff
-130,88,w,ffffff
-129,88,w,ffffff
-128,88,w,ffffff
-127,88,w,ffffff
-126,88,w,ffffff
-125,88,w,ffffff
-124,88,w,ffffff
-123,88,w,ffffff
-122,88,w,ffffff
-121,88,w,ffffff
-120,88,w,ffffff
-119,88,w,ffffff
-118,88,w,ffffff
-117,88,w,ffffff
-116,88,w,ffffff
-115,88,w,ffffff
-114,88,w,ffffff
-113,88,w,ffffff
-112,88,w,ffffff
-111,88,w,ffffff
-110,88,w,ffffff
-109,88,w,ffffff
-108,88,w,ffffff
-107,88,w,ffffff
-106,88,w,ffffff
-105,88,w,ffffff
-104,88,w,ffffff
-103,88,w,ffffff
-102,88,w,ffffff
-101,88,w,ffffff
-100,88,w,ffffff
-99,88,w,ffffff
-98,88,w,ffffff
-97,88,w,ffffff
-96,88,w,ffffff
-95,88,w,ffffff
-94,88,w,ffffff
-93,88,w,ffffff
-92,88,w,ffffff
-91,88,w,ffffff
-90,88,w,ffffff
-89,88,w,ffffff
-88,88,w,ffffff
-87,88,w,ffffff
-86,88,w,ffffff
-85,88,w,ffffff
-84,88,w,ffffff
-83,88,w,ffffff
-82,88,w,ffffff
-81,88,w,ffffff
-80,88,w,ffffff
-79,88,w,ffffff
-78,88,w,ffffff
-77,88,w,ffffff
-76,88,w,ffffff
-75,88,w,ffffff
-74,88,w,ffffff
-73,88,w,ffffff
-72,88,w,ffffff
-71,88,w,ffffff
-70,88,w,ffffff
-69,88,w,ffffff
-68,88,w,ffffff
-67,88,w,ffffff
-66,88,w,ffffff
-65,88,w,ffffff
-64,88,w,ffffff
-63,88,w,ffffff
-62,88,w,ffffff
-61,88,w,ffffff
-60,88,w,ffffff
-59,88,w,ffffff
-58,88,w,ffffff
-57,88,w,ffffff
-56,88,w,ffffff
-55,88,w,ffffff
-54,88,w,ffffff
-53,88,w,ffffff
-52,88,w,ffffff
-51,88,w,ffffff
-50,88,w,ffffff
-49,88,w,ffffff
-48,88,w,ffffff
-47,88,w,ffffff
-46,88,w,ffffff
-45,88,w,ffffff
-44,88,w,ffffff
-43,88,w,ffffff
-42,88,w,ffffff
-41,88,w,ffffff
-40,88,w,ffffff
-39,88,w,ffffff
-38,88,w,ffffff
-37,88,w,ffffff
-36,88,w,ffffff
-35,88,w,ffffff
-34,88,w,ffffff
-33,88,w,ffffff
-32,88,w,ffffff
-31,88,w,ffffff
-30,88,w,ffffff
-29,88,w,ffffff
-28,88,w,ffffff
-27,88,w,ffffff
-26,88,w,ffffff
-25,88,w,ffffff
-24,88,w,ffffff
-23,88,w,ffffff
-22,88,w,ffffff
-21,88,w,ffffff
-20,88,w,ffffff
-19,88,w,ffffff
-18,88,w,ffffff
-17,88,w,ffffff
-16,88,w,ffffff
-15,88,w,ffffff
-14,88,w,ffffff
-13,88,w,ffffff
-12,88,w,ffffff
-11,88,w,ffffff
-10,88,w,ffffff
-9,88,w,ffffff
-8,88,w,ffffff
-7,88,w,ffffff
-6,88,w,ffffff
-5,88,w,ffffff
-4,88,w,ffffff
-3,88,w,ffffff
-2,88,w,ffffff
-1,88,w,ffffff
0,88,w,ffffff
1,88,w,ffffff
2,88,w,ffffff
3,88,w,ffffff
4,88,w,ffffff
5,88,w,ffffff
6,88,w,ffffff
7,88,w,ffffff
8,88,w,ffffff
9,88,w,ffffff
10,88,w,ffffff
11,88,w,ffffff
12,88,w,ffffff
13,88,w,ffffff
14,88,w,ffffff
15,88,w,ffffff
16,88,w,ffffff
17,88,w,ffffff
18,88,w,ffffff
19,88,w,ffffff
20,88,w,ffffff
21,88,w,ffffff
22,88,w,ffffff
23,88,w,ffffff
24,88,w,ffffff
25,88,w,ffffff
26,88,w,ffffff
27,88,w,ffffff
28,88,w,ffffff
29,88,w,ffffff
30,88,w,ffffff
31,88,w,ffffff
32,88,w,ffffff
33,88,w,ffffff
34,88,w,ffffff
35,88,w,ffffff
36,88,w,ffffff
37,88,w,ffffff
38,88,w,ffffff
39,88,w,ffffff
40,88,w,ffffff
41,88,w,ffffff
42,88,w,ffffff
43,88,w,ffffff
44,88,w,ffffff
45,88,w,ffffff
46,88,w,ffffff
47,88,w,ffffff
48,88,w,ffffff
49,88,w,ffffff
50,88,w,ffffff
51,88,w,ffffff
52,88,w,ffffff
53,88,w,ffffff
54,88,w,ffffff
55,88,w,ffffff
56,88,w,ffffff
57,88,w,ffffff
58,88,w,ffffff
59,88,w,ffffff
60,88,w,ffffff
61,88,w,ffffff
62,88,w,ffffff
63,88,w,ffffff
64,88,w,ffffff
65,88,w,ffffff
66,88,w,ffffff
67,88,w,ffffff
68,88,w,ffffff
69,88,w,ffffff
70,88,w,ffffff
71,88,w,ffffff
72,88,w,ffffff
73,88,w,ffffff
74,88,w,ffffff
75,88,w,ffffff
76,88,w,ffffff
77,88,w,ffffff
78,88,w,ffffff
79,88,w,ffffff
80,88,w,ffffff
81,88,w,ffffff
82,88,w,ffffff
83,88,w,ffffff
84,88,w,ffffff
85,88,w,ffffff
86,88,w,ffffff
87,88,w,ffffff
88,88,w,ffffff
89,88,w,ffffff
90,88,w,ffffff
91,88,w,ffffff
92,88,w,ffffff
93,88,w,ffffff
94,88,w,ffffff
95,88,w,ffffff
96,88,w,ffffff
97,88,w,ffffff
98,88,w,ffffff
99,88,w,ffffff
100,88,w,ffffff
101,88,w,ffffff
102,88,w,ffffff
103,88,w,ffffff
104,88,w,ffffff
105,88,w,ffffff
106,88,w,ffffff
107,88,w,ffffff
108,88,w,ffffff
109,88,w,ffffff
110,88,w,ffffff
111,88,w,ffffff
112,88,w,ffffff
113,88,w,ffffff
114,88,w,ffffff
115,88,w,ffffff
116,88,w,ffffff
117,88,w,ffffff
118,88,w,ffffff
119,88,w,ffffff
120,88,w,ffffff
121,88,w,ffffff
122,88,w,ffffff
123,88,w,ffffff
124,88,w,ffffff
125,88,w,ffffff
126,88,w,ffffff
127,88,w,ffffff
128,88,w,ffffff
129,88,w,ffffff
130,88,w,ffffff
131,88,w,ffffff
132,88,w,ffffff
133,88,w,ffffff
134,88,w,ffffff
135,88,w,ffffff
136,88,w,ffffff
137,88,w,ffffff
138,88,w,ffffff
139,88,w,ffffff
140,88,w,ffffff
141,88,w,ffffff
142,88,w,ffffff
143,88,w,ffffff
144,88,w,ffffff
145,88,w,ffffff
146,88,w,ffffff
147,88,w,ffffff
148,88,w,ffffff
149,88,w,ffffff
150,88,w,ffffff
151,88,w,ffffff
152,88,w,ffffff
153,88,w,ffffff
154,88,w,ffffff
155,88,w,ffffff
156,88,w,ffffff
157,88,w,ffffff
158,88,w,ffffff
159,88,w,ffffff
160,88,w,ffffff
161,88,w,ffffff
162,88,w,ffffff
163,88,w,ffffff
164,88,w,ffffff
165,88,w,ffffff
166,88,w,ffffff
167,88,w,ffffff
168,88,w,ffffff
169,88,w,ffffff
170,88,w,ffffff
171,88,w,ffffff
172,88,w,ffffff
173,88,w,ffffff
174,88,w,ffffff
175,88,w,ffffff
176,88,w,ffffff
177,88,w,ffffff
178,88,w,ffffff
179,88,w,ffffff
-180,87,w,ffffff
-179,87,w,ffffff
-178,87,w,ffffff
-177,87,w,ffffff
-176,87,w,ffffff
-175,87,w,ffffff
-174,87,w,ffffff
-173,87,w,ffffff
-172,87,w,ffffff
-171,87,w,ffffff
-170,87,w,ffffff
-169,87,w,ffffff
-168,87,w,ffffff
-167,87,w,ffffff
-166,87,w,ffffff
-165,87,w,ffffff
-164,87,w,ffffff
-163,87,w,ffffff
-162,87,w,ffffff
-161,87,w,ffffff
-160,87,w,ffffff
-159,87,w,ffffff
-158,87,w,ffffff
-157,87,w,ffffff
-156,87,w,ffffff
-155,87,w,ffffff
-154,87,w,ffffff
-153,87,w,ffffff
-152,87,w,ffffff
-151,87,w,ffffff
-150,87,w,ffffff
-149,87,w,ffffff
-148,87,w,ffffff
-147,87,w,ffffff
-146,87,w,ffffff
-145,87,w,ffffff
-144,87,w,ffffff
-143,87,w,ffffff
-142,87,w,ffffff
-141,87,w,ffffff
-140,87,w,ffffff
-139,87,w,ffffff
-138,87,w,ffffff
-137,87,w,ffffff
-136,87,w,ffffff
-135,87,w,ffffff
-134,87,w,ffffff
-133,87,w,ffffff
-132,87,w,ffffff
-131,87,w,ffffff
-130,87,w,ffffff
-129,87,w,ffffff
-128,87,w,ffffff
-127,87,w,ffffff
-126,87,w,ffffff
-125,87,w,ffffff
-124,87,w,ffffff
-123,87,w,ffffff
-122,87,w,ffffff
-121,87,w,ffffff
-120,87,w,ffffff
-119,87,w,ffffff
-118,87,w,ffffff
-117,87,w,ffffff
-116,87,w,ffffff
-115,87,w,ffffff
-114,87,w,ffffff
-113,87,w,ffffff
-112,87,w,ffffff
-111,87,w,ffffff
-110,87,w,ffffff
-109,87,w,ffffff
-108,87,w,ffffff
-107,87,w,ffffff
-106,87,w,ffffff
-105,87,w,ffffff
-104,87,w,ffffff
-103,87,w,ffffff
-102,87,w,ffffff
-101,87,w,ffffff
-100,87,w,ffffff
-99,87,w,ffffff
-98,87,w,ffffff
-97,87,w,ffffff
-96,87,w,ffffff
-95,87,w,ffffff
-94,87,w,ffffff
-93,87,w,ffffff
-92,87,w,ffffff
-91,87,w,ffffff
-90,87,w,ffffff
-89,87,w,ffffff
-88,87,w,ffffff
-87,87,w,ffffff
-86,87,w,ffffff
-85,87,w,ffffff
-84,87,w,ffffff
-83,87,w,ffffff
-82,87,w,ffffff
-81,87,w,ffffff
-80,87,w,ffffff
-79,87,w,ffffff
-78,87,w,ffffff
-77,87,w,ffffff
-76,87,w,ffffff
-75,87,w,ffffff
-74,87,w,ffffff
-73,87,w,ffffff
-72,87,w,ffffff
-71,87,w,ffffff
-70,87,w,ffffff
-69,87,w,ffffff
-68,87,w,ffffff
-67,87,w,ffffff
-66,87,w,ffffff
-65,87,w,ffffff
-64,87,w,ffffff
-63,87,w,ffffff
-62,87,w,ffffff
-61,87,w,ffffff
-60,87,w,ffffff
-59,87,w,ffffff
-58,87,w,ffffff
-57,87,w,ffffff
-56,87,w,ffffff
-55,87,w,ffffff
-54,87,w,ffffff
-53,87,w,ffffff
-52,87,w,ffffff
-51,87,w,ffffff
